Game,name,release,categories,genres,tags,playtime
576880,Blackwater Bayou VR,2017,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Simulation,Action;RPG;Indie,174
576940,Hunt For Gods,2017,Single-player;Online Multi-Player;Online Co-op;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Free to Play;Strategy;Early Access,Early Access;Strategy;Action,0
576950,Westard,2018,Single-player;Online Multi-Player;Online Co-op,Action;Indie;Early Access,Early Access;Action;Indie,0
576960,Out of The Box,2018,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation;Strategy,Indie;Casual;Adventure,0
576980,Western 1849 Reloaded,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,0
577000,Witchcraft,2018,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;RPG;Strategy,Action;Strategy;Indie,0
577080,A Dump in the Dark,2018,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,Gore;Nudity;Sexual Content,282
577120,Archipelago: Navigable VR Comic,2017,Single-player,Casual;Indie,Indie;Casual;Story Rich,0
577150,ICEBOX: Speedgunner,2017,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing,Indie;Action;Racing,0
577160,Skyling: Garden Defense,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,0
577180,Sin Castle,2017,Single-player;Steam Achievements;Steam Cloud,Indie;RPG;Strategy,Indie;Strategy;RPG,0
577210,Q.U.I.R.K.™,2017,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Massively Multiplayer;Sports;Early Access,Early Access;Action;Indie,0
577230,Three Kingdoms: The Last Warlord | 三国志:汉末霸业,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation,0
577270,VR Aquarium -雅-,2017,Single-player,Simulation,Simulation;VR,0
577280,SCALPERS: Turtle & the Moonshine Gang,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Adventure;Indie,0
577290,Drunk or Dead,2017,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Simulation,Indie;Action;Simulation,0
577320,Quantic Pinball,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual,Casual;Arcade;2D,0
577330,Road Fist,2017,Single-player;Partial Controller Support,Violent;Action;Casual;Indie,Indie;Casual;Violent,0
577360,Luna and the Moonling,2018,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,0
577370,Boost,2017,Single-player,Action;Casual;Indie;Sports;Early Access,Early Access;Action;Indie,0
577380,Draw The Way,2018,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action;Indie,Action;Indie;Platformer,0
577390,MAKE IT as an Artist,2017,Single-player,Free to Play;Simulation,Free to Play;Simulation;Pixel Graphics,0
577410,The Pit: Infinity,2018,Single-player,Action;Indie;Early Access,Early Access;Action;Indie,0
577440,Kygo 'Carry Me' VR Experience,2017,Single-player,Casual,Casual;VR,0
577470,Last Days Of Tascaria,2018,Single-player,Adventure;Indie;RPG;Strategy;Early Access,Early Access;RPG;Strategy,0
577480,Higurashi When They Cry Hou - Ch. 5 Meakashi,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Visual Novel;Horror,286
577490,Minos Strategos,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Strategy,Strategy;Turn-Based;Procedural Generation,0
577530,Pixel Ripped 1989,2018,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,0
577560,Wizard King,2017,Single-player,Indie;Strategy,Indie;Strategy,0
577570,Mage Guard: The Last Grimoire,2017,Single-player;Full controller support,Action;Indie;Early Access,Early Access;Action;Indie,0
577580,Gladiator: Sword of Vengeance,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Adventure,Adventure;Action;Classic,0
577640,Space Station Loma: OPERATIONS,2017,Single-player;Local Multi-Player;Steam Cloud,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0
577670,Demolish & Build 2018,2018,Single-player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support,Indie;Simulation,Simulation;Indie;Building,0
577690,Spooky's Jump Scare Mansion: HD Renovation,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie,Indie;Horror;Adventure,223
577700,THE VIDEOKID,2017,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0
577730,Idle Evolution,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,0
577740,Winexy,2017,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Casual;Indie;Adventure,252
577760,Tears of a Dragon,2017,Single-player;Steam Trading Cards,Indie;RPG,RPG;Indie;RPGMaker,215
577780,Atramentum VR,2017,Single-player,Indie;Early Access,Early Access;Indie;Puzzle,0
577800,NBA 2K18,2017,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Simulation;Sports,Sports;Basketball;Gambling,3499
577850,Tiny Wheels,2017,Single-player,Simulation,Simulation;VR,0
577890,Arena: Blood on the Sand VR,2017,Single-player,Action,Action;VR,0
577910,Ghost Blade HD,2017,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Bullet Hell,0
577940,Killer Instinct,2017,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Action,Fighting;Action;Multiplayer,203
577970,Punch Planet,2017,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Indie;Early Access,Early Access;Indie;Action,0
577980,Messiah,2017,Single-player,Violent;Action;Adventure;Strategy,Action;Adventure;Violent,0
577990,Ignition,2017,Single-player;Multi-player;Shared/Split Screen,Action;Racing;Sports,Racing;Action;Sports,0
578010,Australian Football Coach,2017,Single-player;Includes level editor,Indie;Simulation;Sports;Strategy,Strategy;Indie;Simulation,0
578060,Noda,2017,Single-player,Casual;Indie;Early Access,Early Access;Indie;Casual,0
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,2017,Multi-player;Online Multi-Player;Stats,Action;Adventure;Massively Multiplayer,Survival;Shooter;Multiplayer,22938
578180,Lost Base Escape,2017,Single-player;Steam Trading Cards,Violent;Gore;Action;Adventure,Action;Adventure;Violent,339
578190,Diesel Power,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie;Racing,Action;Racing;Indie,0
578210,A-Tech Cybernetic VR,2017,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Gore,0
578250,Invention,2017,Single-player,Action;Indie,Action;Indie;Zombies,266
578260,Fluffy,2017,Single-player;Steam Trading Cards;Stats,Action;Adventure,Action;Adventure;Platformer,207
578310,BRAIN / OUT,2017,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Multiplayer;Shooter,1433
578320,Dark Parables: Jack and the Sky Kingdom Collector's Edition,2017,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,0
578330,LEGO® City Undercover,2017,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action,LEGO;Open World;Action,1868
578350,Element TD,2017,Single-player,Indie;Strategy,Indie;Strategy;Tower Defense,112
578360,Dark Dimensions: City of Fog Collector's Edition,2017,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
578390,Remnith,2017,Single-player;Full controller support;Steam Trading Cards,Action,Action;FPS;VR,0
578420,Mars Underground,2019,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Indie;2D,0
578430,Puzzle Puppers,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Indie;Casual;Strategy,0
578440,冒险村传说（Tales of Legends）,2017,Single-player;Steam Trading Cards,RPG,RPG;RPGMaker,0
578470,Break Time!,2017,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie;Simulation,Action;Indie;Casual,0
578590,City Siege: Faction Island,2017,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy,Action;Strategy;Indie,0
578610,Super Pixel Smash,2017,Single-player;Steam Leaderboards,Action;Casual;Indie;Sports,Action;Indie;Casual,0
578620,GORN,2017,Single-player;SteamVR Collectibles,Action;Indie;Early Access,Early Access;Violent;VR,394
578660,Kindled Cavern,2017,Single-player,Action;Adventure;Indie,Adventure;Action;Indie,0
578670,Conquest: Frontier Wars,2017,Single-player;Multi-player;Online Multi-Player,Strategy,Strategy;Real-Time;Multiplayer,0
578690,Dog Duty,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Strategy;Early Access,Early Access;Action;Strategy,0
578720,A Mortician's Tale,2017,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Female Protagonist,0
578740,SECLUSION,2017,Single-player,Action;Adventure;Indie;RPG,Action;Adventure;Indie,0
578800,Phantom,2017,Single-player;Steam Workshop;Steam Cloud,Adventure;Indie;RPG;Early Access,Early Access;RPG;Adventure,0
578830,Cavern of Time,2017,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation;Strategy,Adventure;Indie;Casual,0
578850,64,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Retro,17
578870,MegaGlest,2017,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats;Includes level editor,Indie;Strategy,Strategy;Indie;Real-Time,0
578880,Embrace The Fear,2017,Single-player,Action;Adventure;Simulation,Action;Adventure;Simulation,0
578890,Selatria: Advent of the Dakk'rian Empire,2017,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie;RPG;Strategy,Adventure;Casual;Indie,0
578900,Demonheart,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;RPG;Simulation,Adventure;Visual Novel;Otome,0
578920,Demon Lord,2017,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;Simulation;Strategy,Casual;Adventure;Indie,0
578930,kuso,2017,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Indie;Action;Great Soundtrack,0
579020,Constructor,2017,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Simulation;Strategy,Strategy;Simulation;City Builder,0
579030,GridVR,2017,Single-player,Action,Action;VR,0
579040,DEFCON VR,2017,Single-player;Multi-player;Online Multi-Player,Indie;Strategy,Strategy;Indie;VR,0
579050,VRSailing by BeTomorrow,2017,Single-player,Indie;Simulation;Sports,Simulation;Sports;Indie,0
579080,Snow Games VR,2017,Single-player,Action,Action;VR,0
579110,Interkosmos,2017,Single-player,Action;Adventure;Indie;Simulation,Simulation;Adventure;Indie,5
579130,LightStrike,2018,Online Multi-Player;Steam Achievements;Steam Leaderboards,Action;Indie;Simulation,Simulation;Action;Indie,0
579150,Riot of the numbers,2017,Single-player;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,245
579160,A God-Like Backhand!,2017,Single-player,Action;Adventure;Casual;Indie;Simulation,Action;Adventure;Indie,0
579180,Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,2018,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,RPG;JRPG;Anime,2078
579210,Syndrome VR,2017,Single-player;Steam Achievements;Full controller support,Violent;Action;Adventure,Action;Adventure;Violent,0
579230,Alpacapaca Dash,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,Indie;Casual;Runner,301
579330,The Sorceress,2017,Single-player;Steam Trading Cards,Action;Adventure;Indie;RPG,Action;RPG;Adventure,0
579490,RUSH: A Disney • PIXAR Adventure,2018,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual,Casual;Adventure;Family Friendly,0
579580,The Source of Evil,2017,Single-player,Violent;Gore;Adventure;Indie,Gore;Adventure;Indie,0
579720,Neverout,2017,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0
579760,The Journey Down: Chapter Three,2017,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,294
579780,Mental Asylum VR,2017,Single-player;Full controller support,Nudity;Violent;Gore;Action;Casual,Gore;Violent;Action,0
579820,Robinson: The Journey,2017,Single-player;Full controller support,Adventure,Adventure;VR;Dinosaurs,0
579840,Bloody Trapland 2: Curiosity,2019,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie,Indie;Adventure;Casual,0
579870,Biosupremacy,2017,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,Action;Adventure;RPG,0
579940,Race for the Galaxy,2017,Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Strategy,Strategy;Board Game;Card Game,0
579950,Marvel's Guardians of the Galaxy: The Telltale Series,2017,Single-player;Steam Achievements;Full controller support,Adventure,Adventure;Superhero;Story Rich,402
579980,Lost Eden,2017,Single-player,Adventure;RPG;Strategy,Adventure;RPG;Strategy,0
580010,Mystery Case Files: The Black Veil Collector's Edition,2017,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
580040,Formata,2017,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Action;Indie,341
580060,Cut Cut Buffet,2017,Single-player,Action;Casual;Indie;Simulation;Early Access,Early Access;Action;Indie,0
580170,My Lovely Daughter,2018,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;Simulation,Indie;Simulation;Adventure,465
580200,Yonder: The Cloud Catcher Chronicles,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie,Open World;Adventure;Exploration,0
580300,Super Stone Legacy,2017,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;RPG,Indie;Action;Adventure,20
580320,Ashworld,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure,Action;Adventure;Post-apocalyptic,0
580410,Destination: Pluto The VR Experience,2017,Single-player,Casual;Free to Play;Simulation,Free to Play;Simulation;Casual,0
580420,Tourists Kidnapped a Little Bear,2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Gore;Action;Adventure;Casual;Indie,Gore;Indie;Casual,325
580480,European Mystery: Scent of Desire Collector’s Edition,2017,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
580510,Mr. Donovan,2017,Single-player;Steam Achievements,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0
580520,Water Planet,2017,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0
580540,MonkeyKing VR,2017,Single-player,Action;Adventure;Casual;Strategy,Strategy;Action;Adventure,0
580560,Hero Barrier,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,0
580570,Lethis - Daring Discoverers,2017,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Female Protagonist,0
580590,Cublast HD,2017,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,Casual;Indie,Casual;Indie;Platformer,0
580630,Dimensional Rift,2017,Single-player;Steam Leaderboards,Free to Play;Indie,Free to Play;Indie;VR,0
580680,CYBER JOLT (VR),2017,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie;Racing,Action;Indie;Casual,0
580710,Afghanistan '11,2017,Single-player;Steam Achievements,Indie;Strategy,Strategy;Indie;Turn-Based,0
